certification,country,duration,genres,ids,language,overview,rating,released,tagline,title,votes,watched_at,year
PG-13,us,101.0,"['comedy', 'science-fiction']","{'trakt': 4686, 'slug': 'evolution-2001', 'imdb': 'tt0251075', 'tmdb': 9397}",en,"A comedy that follows the chaos that ensues when a meteor hits the Earth carrying alien life forms that give new meaning to the term ""survival of the fittest."" David Duchovny, Orlando Jones, Seann William Scott, and Julianne Moore are the only people standing between the aliens and world domination... which could be bad news for the Earth.",6.55238,2001-06-08,Coming to wipe that silly smile off your planet.,Evolution,2978.0,2019-12-08T19:40:03.000Z,2001.0
R,us,100.0,"['horror', 'thriller']","{'trakt': 5114, 'slug': 'urban-legend-1998', 'imdb': 'tt0146336', 'tmdb': 9877}",en,A college campus is plagued by a vicious serial killer murdering students in ways that correspond to various urban legends.,6.14235,1998-09-25,It Happened To Someone Who Knows Someone You Know... You're Next.,Urban Legend,1117.0,2019-12-05T17:19:55.000Z,1998.0
R,nz,95.0,"['action', 'drama', 'history', 'thriller']","{'trakt': 225022, 'slug': '6-days-2017', 'imdb': 'tt4703048', 'tmdb': 347984}",en,"London, England, April 1980. Six terrorists assault the Embassy of Iran and take hostages. For six days, tense negotiations are held while the authorities decide whether a military squad should intervene.",7.09672,2017-08-18,"In the face of terror, a nation will show its strength",6 Days,2564.0,2019-12-01T20:26:47.000Z,2017.0
R,us,105.0,"['drama', 'fantasy', 'mystery', 'thriller', 'horror']","{'trakt': 1799, 'slug': 'sleepy-hollow-1999', 'imdb': 'tt0162661', 'tmdb': 2668}",en,New York detective Ichabod Crane is sent to Sleepy Hollow to investigate a series of mysterious deaths in which the victims are found beheaded. But the locals believe the culprit to be none other than the ghost of the legendary Headless Horseman.,7.43884,1999-11-18,Heads will roll,Sleepy Hollow,6180.0,2019-11-30T19:41:06.000Z,1999.0
PG-13,us,97.0,"['science-fiction', 'thriller']","{'trakt': 147496, 'slug': 'the-signal-2014', 'imdb': 'tt2910814', 'tmdb': 242095}",en,"Three college students on a road trip across the Southwest experience a detour – the tracking of a computer genius who has already hacked into MIT and exposed security faults. When the trio find themselves drawn to an eerily isolated area, suddenly everything goes dark. When one of the students regains consciousness, he finds himself in a waking nightmare.",6.3105,2014-06-13,R U Agitated?,The Signal,3839.0,2019-11-25T17:05:11.000Z,2014.0
PG-13,us,110.0,"['adventure', 'thriller', 'action', 'fantasy', 'horror']","{'trakt': 179407, 'slug': 'the-mummy-2017', 'imdb': 'tt2345759', 'tmdb': 282035}",en,"Though safely entombed in a crypt deep beneath the unforgiving desert, an ancient queen whose destiny was unjustly taken from her is awakened in our current day, bringing with her malevolence grown over millennia, and terrors that defy human comprehension.",6.50912,2017-06-09,Welcome To A New World of Gods And Monsters,The Mummy,25116.0,2019-11-24T20:18:06.000Z,2017.0
PG-13,us,150.0,"['drama', 'action', 'adventure']","{'trakt': 97444, 'slug': 'exodus-gods-and-kings-2014', 'imdb': 'tt1528100', 'tmdb': 147441}",en,"The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.",6.38997,2014-12-12,"Once brothers, now enemies.",Exodus: Gods and Kings,6880.0,2019-11-24T15:27:56.000Z,2014.0
R,us,92.0,"['horror', 'mystery']","{'trakt': 196130, 'slug': 'the-witch-2015', 'imdb': 'tt4263482', 'tmdb': 310131}",en,"In 1630s New England, William and Katherine lead a devout Christian life with five children, homesteading on the edge of an impassable wilderness, exiled from their settlement when William defies the local church. When their newborn son vanishes and crops mysteriously fail, the family turns on one another.",6.48743,2016-02-19,Evil takes many forms.,The Witch,9347.0,2019-11-24T15:23:24.000Z,2015.0
R,us,100.0,['thriller'],"{'trakt': 419493, 'slug': 'fractured-2019', 'imdb': 'tt4332232', 'tmdb': 568091}",en,"Driving cross-country, Ray and his wife and daughter stop at a highway rest area where his daughter falls and breaks her arm. After a frantic rush to the hospital and a clash with the check-in nurse, Ray is finally able to get her to a doctor. While the wife and daughter go downstairs for an MRI, Ray, exhausted, passes out in a chair in the lobby. Upon waking up, they have no record or knowledge of Ray's family ever being checked in.",6.76864,2019-09-22,,Fractured,2213.0,2019-11-24T15:20:21.000Z,2019.0
R,jp,107.0,"['drama', 'mystery', 'romance', 'thriller']","{'trakt': 361121, 'slug': 'earthquake-bird-2019', 'imdb': 'tt8178486', 'tmdb': 513409}",en,"Tokyo, Japan, 1989. Lucy Fly, a foreigner who works as a translator, begins a passionate relationship with Teiji, a mysterious man obsessed with photography.",6.22803,2019-11-01,Look beyond what you see,Earthquake Bird,421.0,2019-11-23T15:07:32.000Z,2019.0
R,us,123.0,"['crime', 'drama', 'thriller', 'action']","{'trakt': 410927, 'slug': 'el-camino-a-breaking-bad-movie-2019', 'imdb': 'tt9243946', 'tmdb': 559969}",en,"In the wake of his dramatic escape from captivity, Jesse Pinkman must come to terms with his past in order to forge some kind of future.",7.24618,2019-10-11,,El Camino: A Breaking Bad Movie,6475.0,2019-11-20T16:56:16.000Z,2019.0
PG-13,us,129.0,"['action', 'adventure', 'crime', 'mystery']","{'trakt': 41908, 'slug': 'sherlock-holmes-a-game-of-shadows-2011', 'imdb': 'tt1515091', 'tmdb': 58574}",en,"There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the  detective.",7.65694,2011-12-16,The game is afoot.,Sherlock Holmes: A Game of Shadows,14467.0,2019-11-19T07:22:44.000Z,2011.0
PG-13,us,129.0,"['action', 'adventure', 'crime', 'mystery']","{'trakt': 5706, 'slug': 'sherlock-holmes-2009', 'imdb': 'tt0988045', 'tmdb': 10528}",en,"Eccentric consulting detective, Sherlock Holmes and Doctor John Watson battle to bring down a new nemesis and unravel a deadly plot that could destroy England.",7.78023,2009-12-25,Nothing escapes him.,Sherlock Holmes,20494.0,2019-11-19T07:22:01.000Z,2009.0
R,us,139.0,"['crime', 'drama', 'thriller']","{'trakt': 859, 'slug': 'the-talented-mr-ripley-1999', 'imdb': 'tt0134119', 'tmdb': 1213}",en,"Tom Ripley is a calculating young man who believes it's better to be a fake somebody than a real nobody. Opportunity knocks in the form of a wealthy U.S. shipbuilder who hires Tom to travel to Italy to bring back his playboy son, Dickie. Ripley worms his way into the idyllic lives of Dickie and his girlfriend, plunging into a daring scheme of duplicity, lies and murder.",7.32567,1999-12-25,How far would you go to become someone else?,The Talented Mr. Ripley,2478.0,2019-11-18T18:44:01.000Z,1999.0
R,gb,120.0,"['drama', 'romance']","{'trakt': 7198, 'slug': 'slumdog-millionaire-2008', 'imdb': 'tt1010048', 'tmdb': 12405}",en,"Jamal Malik is an impoverished Indian teen who becomes a contestant on the Hindi version of ‘Who Wants to Be a Millionaire?’ but, after he wins, he is suspected of cheating.",7.92751,2008-11-12,"What does it take to find a lost love? A. Money, B. Luck, C. Smarts, D. Destiny",Slumdog Millionaire,11616.0,2019-11-15T20:10:24.000Z,2008.0
R,ca,117.0,"['drama', 'thriller']","{'trakt': 163360, 'slug': 'room-2015', 'imdb': 'tt3170832', 'tmdb': 264644}",en,Jack is a young boy of 5 years old who has lived all his life in one room. He believes everything within it are the only real things in the world. But what will happen when his Ma suddenly tells him that there are other things outside of Room?,8.01832,2015-11-06,Love knows no boundaries,Room,13812.0,2019-11-13T20:00:00.000Z,2015.0
PG-13,fr,128.0,"['mystery', 'thriller']","{'trakt': 6527, 'slug': 'the-ghost-writer-2010', 'imdb': 'tt1139328', 'tmdb': 11439}",en,A writer stumbles upon a long-hidden secret when he agrees to help former British Prime Minister Adam Lang complete his memoirs on a remote island after the politician's assistant drowns in a mysterious accident.,7.01291,2010-02-12,Read between the lies.,The Ghost Writer,2324.0,2019-11-12T20:40:15.000Z,2010.0
PG-13,us,123.0,"['action', 'adventure', 'thriller']","{'trakt': 794, 'slug': 'mission-impossible-ii-2000', 'imdb': 'tt0120755', 'tmdb': 955}",en,"With computer genius Luther Stickell at his side and a beautiful thief on his mind, agent Ethan Hunt races across Australia and Spain to stop a former IMF agent from unleashing a genetically engineered biological weapon called Chimera. This mission, should Hunt choose to accept it, plunges him into the center of an international crisis of terrifying magnitude.",6.52789,2000-05-24,Expect the impossible again.,Mission: Impossible II,7674.0,2019-11-12T20:34:20.000Z,2000.0
PG-13,us,130.0,"['action', 'adventure', 'fantasy']","{'trakt': 1163, 'slug': 'the-mummy-returns-2001', 'imdb': 'tt0209163', 'tmdb': 1734}",en,"Rick and Evelyn O’Connell, along with their 8-year-old son Alex, discover the key to the legendary Scorpion King’s might: the fabled Bracelet of Anubis. Unfortunately, a newly resurrected Imhotep has designs on the bracelet as well, and isn’t above kidnapping its new bearer, Alex, to gain control of Anubis’s otherworldly army.",6.81608,2001-05-04,The most powerful force on earth is about to be unleashed by the two people who should know better.,The Mummy Returns,7487.0,2019-11-12T19:59:30.000Z,2001.0
PG-13,us,124.0,"['action', 'adventure', 'fantasy']","{'trakt': 445, 'slug': 'the-mummy-1999', 'imdb': 'tt0120616', 'tmdb': 564}",en,Dashing legionnaire Rick O'Connell stumbles upon the hidden ruins of Hamunaptra while in the midst of a battle to claim the area in 1920s Egypt. It has been over three thousand years since former High Priest Imhotep suffered a fate worse than death as a punishment for a forbidden love—along with a curse that guarantees eternal doom upon the world if he is ever awoken.,7.33888,1999-05-07,The legend you know. The adventure you have yet to imagine.,The Mummy,11299.0,2019-11-12T19:59:30.000Z,1999.0
PG,us,130.0,"['adventure', 'family', 'mystery', 'science-fiction']","{'trakt': 102924, 'slug': 'tomorrowland-2015', 'imdb': 'tt1964418', 'tmdb': 158852}",en,"Bound by a shared destiny, a bright, optimistic teen bursting with scientific curiosity and a former boy-genius inventor jaded by disillusionment embark on a danger-filled mission to unearth the secrets of an enigmatic place somewhere in time and space that exists in their collective memory as ""Tomorrowland.""",6.95333,2015-05-22,Imagine a world where nothing is impossible.,Tomorrowland,12942.0,2019-11-11T19:28:11.000Z,2015.0
,ca,103.0,"['horror', 'drama', 'science-fiction']","{'trakt': 322528, 'slug': 'ravenous-2017', 'imdb': 'tt6243140', 'tmdb': 415010}",fr,"In an isolated rural community of Quebec, Canada, some inhabitants attack other people, hungry for human flesh. A few survivors gather and go deep into the forest to escape them.",5.64179,2017-09-23,,Ravenous,335.0,2019-11-11T14:17:28.000Z,2017.0
,jp,60.0,"['action', 'anime']","{'trakt': 25358, 'slug': 'dragon-ball-z-the-world-s-strongest-1990', 'imdb': 'tt0142240', 'tmdb': 39100}",ja,"The evil Dr. Kochin uses the dragon balls to resurrect his mentor, Dr. Wheelo, in an effort to take over the world. Dr. Wheelo, his body having been destroyed by the avalanche that killed him fifty years before, desires the body of the strongest fighter in the world as his new vessel. Believing Roshi to be the world's strongest warrior, Dr. Kochin abducts Bulma and forces Roshi to surrender himself to save her. When Goku hears of their abduction, he goes to their rescue.",6.53824,1990-03-10,Deep in the ice is earth's greatest threat that can only be stopped by one man.,Dragon Ball Z: The World's Strongest,353.0,2019-11-11T14:16:30.000Z,1990.0
,jp,55.0,"['action', 'anime']","{'trakt': 25365, 'slug': 'dragon-ball-z-fusion-reborn-1995', 'imdb': 'tt0142236', 'tmdb': 39107}",ja,"Not paying attention to his job, a young demon allows the evil cleansing machine to overflow and explode, turning the young demon into the infamous monster Janemba. Goku and Vegeta make solo attempts to defeat the monster, but realize their only option is fusion.",7.7318,1995-03-04,,Dragon Ball Z: Fusion Reborn,522.0,2019-11-11T14:16:30.000Z,1995.0
PG-13,us,85.0,"['action', 'anime']","{'trakt': 87037, 'slug': 'dragon-ball-z-battle-of-gods-2013', 'imdb': 'tt2263944', 'tmdb': 126963}",ja,"The events of Battle of Gods take place some years after the battle with Majin Buu, which determined the fate of the entire universe. After awakening from a long slumber, Beerus, the God of Destruction is visited by Whis, his attendant and learns that the galactic overlord Frieza has been defeated by a Super Saiyan from the North Quadrant of the universe named Goku, who is also a former student of the North Kai. Ecstatic over the new challenge, Goku ignores King Kai's advice and battles Beerus, but he is easily overwhelmed and defeated. Beerus leaves, but his eerie remark of ""Is there nobody on Earth more worthy to destroy?"" lingers on. Now it is up to the heroes to stop the God of Destruction before all is lost.",7.17332,2014-08-05,,Dragon Ball Z: Battle of Gods,1754.0,2019-11-11T14:16:30.000Z,2013.0
,jp,,"['anime', 'action', 'adventure']","{'trakt': 425942, 'slug': 'dragon-ball-z-the-real-4-d-at-super-tenkaichi-budokai-2017', 'imdb': None, 'tmdb': 575249}",ja,"Dragon Ball Z: The Real 4-D at Super Tenkaichi Budoka is a cinematic attraction at Universal Studios Japan and the successor to Dragon Ball Z: The Real 4-D. Like its predecessor, it is a new installment in the Dragon Ball series, this time primarily featuring the face off between Super Saiyan Blue Goku and Broly God.",9.5,2017-06-30,Exclusively at Universal Studios Japan,Dragon Ball Z: The Real 4-D at Super Tenkaichi Budokai,2.0,2019-11-11T14:16:29.000Z,2017.0
,jp,26,"['action', 'adventure', 'anime']","{'trakt': 193554, 'slug': 'dragon-ball-z-atsumare-goku-s-world-1992', 'imdb': 'tt1517470', 'tmdb': 299963}",ja,"Dragon Ball Z: Atsumare! Goku's World is a Terebikko's videogame. In this OVA, Goku and his friends pose questions for the viewers about the Dragon Ball series.",6.125,1992-09-17,,Dragon Ball Z: Atsumare! Goku's World,32.0,2019-11-11T14:16:29.000Z,1992.0
